Date,Temperature,Humidity,Pressure,HeatIndex
2009-09-17,34.35,68.06,1007.42,41.7
2009-09-18,36.99,20.62,1007.58,24.65
2009-09-19,36.08,83.92,1020.93,18.01
2009-09-20,10.16,74.89,1025.65,23.01
2009-09-21,35.73,98.51,1038.53,26.48
2009-09-22,24.59,35.01,995.03,13.61
2009-09-23,30.3,79.93,1001.87,45.04
2009-09-24,12.89,39.38,1012.39,11.85
2009-09-25,35.11,20.39,1049.49,34.96
2009-09-26,18.4,66.76,986.16,44.64
2009-09-27,22.7,62.04,992.51,18.95
2009-09-28,21.37,55.96,1009.81,14.78
2009-10-01,12.42,67.98,987.19,37.12
2009-10-02,38.11,50.65,1026.6,37.38
2009-10-03,18.16,53.45,1009.79,12.34
2009-10-04,30.13,44.84,983.17,26.34
2009-10-05,17.43,62.94,992.21,41.89
2009-10-06,10.96,65.91,1012.94,27.52
2009-10-07,34.45,43.99,1000.52,39.53
2009-10-08,30.69,57.07,1001.61,10.87
2009-10-09,28.78,24.35,1015.51,13.27
2009-10-10,33.89,91.14,1004.94,47.18
2009-10-11,33.7,31.65,1003.91,45.96
2009-10-12,34.05,27.64,1035.23,40.19
2009-10-13,38.63,60.97,1001.15,29.41
2009-10-14,38.34,48.01,1014.22,17.06
2009-10-15,32.41,28.71,1026.62,12.75
2009-10-16,14.9,20.5,1006.0,13.42
2009-10-17,29.13,48.71,1038.21,29.13
2009-10-18,15.31,87.23,1033.37,31.28
2009-10-19,31.69,93.48,1004.65,31.4
2009-10-20,25.55,26.9,1020.25,20.5
2009-10-21,37.86,69.94,1027.14,44.84
2009-10-22,35.83,75.36,989.21,39.89
2009-10-23,21.88,59.96,1005.55,23.43
2009-10-24,11.01,42.49,991.23,39.21
2009-10-25,11.57,55.77,1026.24,17.28
2009-10-26,25.48,45.97,984.57,26.79
2009-10-27,14.04,78.23,1028.66,23.45
2009-10-28,39.39,53.32,1041.96,35.92
2009-11-01,33.41,57.5,998.15,21.63
2009-11-02,26.98,49.49,999.91,45.81
2009-11-03,17.15,22.9,1024.07,16.33
2009-11-04,30.83,80.86,982.75,39.75
2009-11-05,10.77,80.54,994.35,18.19
2009-11-06,13.1,75.96,1042.3,43.93
2009-11-07,17.01,71.73,993.62,35.85
2009-11-08,19.07,31.51,1007.61,49.66
2009-11-09,18.21,71.07,980.79,47.48
2009-11-10,30.14,25.81,1026.44,39.65
2009-11-11,19.11,67.46,1041.8,22.12
2009-11-12,39.59,29.09,1034.66,40.18
2009-11-13,13.45,30.82,1040.95,41.58
2009-11-14,35.98,52.58,984.93,21.88
2009-11-15,34.42,53.9,983.08,18.44
2009-11-16,10.43,83.44,1001.09,47.51
2009-11-17,21.37,92.06,983.57,12.22
2009-11-18,12.07,38.74,985.3,31.52
2009-11-19,14.9,37.88,990.6,38.39
2009-11-20,27.42,53.12,1028.92,46.21
2009-11-21,27.81,58.57,990.18,31.87
2009-11-22,14.91,63.06,1035.08,33.07
2009-11-23,13.56,91.6,988.84,33.89
2009-11-24,24.46,70.52,981.44,28.9
2009-11-25,20.43,95.82,997.37,18.54
2009-11-26,21.95,86.29,1004.05,19.82
2009-11-27,19.14,57.57,1010.12,44.15
2009-11-28,32.64,33.0,1001.04,16.37
2009-12-01,27.01,49.19,1001.94,24.78
2009-12-02,23.33,55.73,1019.49,19.37
2009-12-03,26.73,43.91,998.49,37.81
2009-12-04,38.1,98.58,986.71,44.54
2009-12-05,39.43,71.73,1035.06,42.12
2009-12-06,37.31,38.96,1039.7,43.6
2009-12-07,14.4,84.25,999.55,11.45
2009-12-08,23.02,42.18,1008.91,38.1
2009-12-09,36.37,58.2,1038.26,26.9
2009-12-10,35.28,59.52,1042.73,49.0
2009-12-11,12.48,23.15,1007.74,26.18
2009-12-12,34.41,37.81,994.37,29.36
2009-12-13,34.3,67.3,1024.39,49.49
2009-12-14,31.31,98.71,1023.03,19.16
2009-12-15,18.18,40.11,1018.36,32.16
2009-12-16,31.05,60.21,1001.45,29.62
2009-12-17,32.63,40.16,1002.55,29.72
2009-12-18,39.5,82.51,1048.25,46.0
2009-12-19,33.87,94.64,999.02,43.61
2009-12-20,26.71,90.58,1036.14,38.79
2009-12-21,10.39,58.75,983.08,17.11
2009-12-22,27.2,38.91,985.67,39.64
2009-12-23,16.53,81.65,1048.04,26.5
2009-12-24,36.27,69.89,1035.27,25.65
2009-12-25,19.38,34.74,1038.06,38.68
2009-12-26,34.97,35.19,1033.43,43.44
2009-12-27,39.74,87.46,1006.81,33.74
2009-12-28,26.45,46.51,1030.45,29.69
2010-01-01,26.23,90.55,981.22,49.31
2010-01-02,21.2,52.42,1001.39,22.59
2010-01-03,33.65,21.67,1022.68,24.94
2010-01-04,39.5,84.68,1013.16,38.03
2010-01-05,39.88,93.22,1031.0,11.26
2010-01-06,26.04,41.27,1014.08,46.69
2010-01-07,39.77,32.42,988.71,10.36
2010-01-08,11.17,48.36,987.63,27.48
2010-01-09,22.76,27.12,984.48,42.12
2010-01-10,14.7,34.69,1047.87,43.98
2010-01-11,21.35,47.83,1027.71,29.97
2010-01-12,39.38,61.45,1003.52,12.53
2010-01-13,10.64,30.86,1047.55,49.3
2010-01-14,25.21,73.59,1012.2,30.57
2010-01-15,26.8,76.66,1021.02,35.79
2010-01-16,31.88,54.77,1008.0,33.59
2010-01-17,23.28,95.93,1031.11,39.93
2010-01-18,36.42,95.94,1002.58,49.09
2010-01-19,30.49,45.25,1032.87,41.17
2010-01-20,28.44,64.36,992.19,21.41
2010-01-21,25.16,55.61,1002.85,29.34
2010-01-22,33.5,32.91,1024.1,16.49
2010-01-23,27.9,93.99,1003.6,34.4
2010-01-24,30.4,21.89,1032.11,15.32
2010-01-25,35.72,52.75,991.86,44.84
2010-01-26,20.61,45.81,1002.28,38.29
2010-01-27,19.15,85.73,1004.32,31.93
2010-01-28,36.14,90.27,1028.46,48.22
2010-02-01,22.54,44.9,998.16,35.97
2010-02-02,27.31,93.21,986.36,11.83
2010-02-03,22.17,83.13,1003.88,32.43
2010-02-04,22.18,95.57,1025.02,49.08
2010-02-05,19.33,98.42,986.44,40.98
2010-02-06,10.62,69.22,985.69,33.15
2010-02-07,26.33,46.65,985.18,45.09
2010-02-08,22.84,79.32,1002.31,19.14
2010-02-09,16.45,85.04,1043.45,28.67
2010-02-10,18.19,86.43,1021.83,39.44
2010-02-11,20.56,91.74,1016.82,39.3
2010-02-12,11.66,26.46,997.6,20.1
2010-02-13,31.45,31.49,1031.34,32.19
2010-02-14,34.0,56.4,1033.82,35.03
2010-02-15,35.52,91.59,1008.27,36.09
2010-02-16,20.89,33.84,993.21,18.11
2010-02-17,10.92,82.53,1009.98,49.47
2010-02-18,11.55,47.07,1012.61,29.91
2010-02-19,17.65,83.26,1027.04,21.16
2010-02-20,27.53,45.56,986.0,25.21
2010-02-21,31.27,46.55,1038.12,14.81
2010-02-22,24.58,49.21,1047.74,26.3
2010-02-23,37.85,21.21,1009.55,36.11
2010-02-24,24.56,88.49,1007.49,29.25
2010-02-25,23.0,61.43,988.43,32.5
2010-02-26,32.81,31.4,1025.11,36.41
2010-02-27,21.99,99.46,1006.37,44.86
2010-02-28,26.23,87.98,993.99,18.58
2010-03-01,10.61,43.67,989.12,44.71
2010-03-02,16.77,64.36,1005.13,26.44
2010-03-03,37.34,41.25,984.35,19.03
2010-03-04,22.43,39.63,1018.6,27.11
2010-03-05,29.93,57.35,1034.32,45.62
2010-03-06,23.07,34.94,1048.94,25.6
2010-03-07,39.4,34.16,999.24,39.85
2010-03-08,14.92,83.14,1023.65,36.23
2010-03-09,19.85,56.98,1026.56,28.17
2010-03-10,22.08,76.79,1027.7,35.85
2010-03-11,29.88,41.65,1016.8,47.19
2010-03-12,11.59,24.24,1001.58,49.18
2010-03-13,21.91,85.46,1030.49,25.71
2010-03-14,26.24,46.06,1009.19,28.45
2010-03-15,23.44,27.65,1002.59,48.51
2010-03-16,28.96,55.49,985.95,10.55
2010-03-17,17.43,58.97,1016.85,39.42
2010-03-18,24.09,43.0,987.33,44.26
2010-03-19,34.47,61.89,1040.95,43.28
2010-03-20,19.51,35.84,1044.49,44.67
2010-03-21,35.19,44.28,995.73,20.54
2010-03-22,23.23,63.04,1018.2,27.25
2010-03-23,11.82,27.61,1045.64,15.92
2010-03-24,13.63,75.68,983.23,13.13
2010-03-25,28.21,89.05,1008.74,49.1
2010-03-26,14.56,84.22,1017.41,44.57
2010-03-27,13.15,77.13,1046.75,30.43
2010-03-28,38.51,57.76,1006.78,29.55
2010-04-01,12.44,44.51,989.13,19.27
2010-04-02,29.11,88.36,1018.48,43.62
2010-04-03,39.3,34.18,1049.79,31.87
2010-04-04,33.02,62.7,1000.17,13.2
2010-04-05,26.68,65.28,1023.56,19.34
2010-04-06,21.63,51.9,1013.31,49.38
2010-04-07,18.88,24.3,1041.8,25.96
2010-04-08,16.93,26.05,996.18,14.02
2010-04-09,31.85,73.9,1028.26,48.44
2010-04-10,22.36,65.17,1033.55,47.39
2010-04-11,30.64,59.87,983.05,25.46
2010-04-12,28.09,42.21,1008.74,18.8
2010-04-13,15.8,89.95,1030.27,10.46
2010-04-14,28.22,62.96,1026.78,28.45
2010-04-15,25.09,57.4,988.7,35.25
2010-04-16,32.65,36.52,1027.49,36.61
2010-04-17,15.45,22.19,993.22,20.45
2010-04-18,23.57,88.32,1030.46,26.37
2010-04-19,15.77,98.36,1022.96,28.66
2010-04-20,36.18,76.56,1016.73,19.35
2010-04-21,31.37,79.77,990.06,12.08
2010-04-22,25.79,54.23,1024.35,20.15
2010-04-23,13.58,95.32,1015.51,15.02
2010-04-24,25.92,97.96,1025.31,41.49
2010-04-25,19.12,44.87,1001.75,32.67
2010-04-26,24.81,67.44,993.49,49.76
2010-04-27,21.38,21.77,997.87,28.55
2010-04-28,38.34,54.51,1001.1,43.15
2010-05-01,32.25,94.29,1039.26,46.25
2010-05-02,17.59,90.88,1038.45,35.98
2010-05-03,26.57,31.87,994.75,32.64
2010-05-04,15.47,50.34,1019.62,15.21
2010-05-05,33.22,68.01,1009.31,39.72
2010-05-06,21.44,45.29,1004.38,10.38
2010-05-07,29.17,90.96,1005.63,33.33
2010-05-08,18.85,47.25,1033.08,29.16
2010-05-09,27.45,61.18,1026.52,33.62
2010-05-10,10.46,61.12,1012.79,44.87
2010-05-11,38.35,84.22,1047.57,22.27
2010-05-12,17.56,57.52,1032.67,17.86
2010-05-13,21.06,32.08,992.31,15.46
2010-05-14,34.11,50.46,1011.74,23.96
2010-05-15,38.02,90.68,991.66,49.39
2010-05-16,27.43,20.22,1028.29,44.44
2010-05-17,21.79,26.07,1042.39,41.28
2010-05-18,18.57,90.56,1019.19,32.9
2010-05-19,32.45,82.22,997.28,19.71
2010-05-20,19.11,84.43,1028.22,32.31
2010-05-21,18.8,80.79,1022.18,37.25
2010-05-22,16.55,26.4,1000.63,23.44
2010-05-23,37.2,32.31,1026.4,19.97
2010-05-24,34.39,92.37,1037.46,25.11
2010-05-25,29.09,37.46,1048.95,49.92
2010-05-26,16.86,70.02,1008.81,46.51
2010-05-27,36.44,31.46,984.42,33.54
2010-05-28,27.95,51.37,1002.92,48.43
2010-06-01,35.47,88.22,983.83,35.68
2010-06-02,29.25,91.69,1042.88,15.25
2010-06-03,14.26,77.28,984.76,18.72
2010-06-04,16.92,84.49,1012.96,14.3
2010-06-05,38.3,95.3,1021.25,10.79
2010-06-06,14.05,26.24,1047.87,33.14
2010-06-07,26.63,98.32,996.32,21.83
2010-06-08,24.91,76.73,1033.78,12.3
2010-06-09,21.81,99.78,1048.66,40.36
2010-06-10,30.32,66.5,1047.27,45.0
2010-06-11,29.79,36.81,1030.04,44.38
2010-06-12,26.2,41.2,1049.64,24.32
2010-06-13,33.09,62.95,1046.31,23.77
2010-06-14,26.89,42.51,982.01,27.38
2010-06-15,23.67,48.63,1049.55,38.15
2010-06-16,13.01,85.67,1034.67,13.92
2010-06-17,21.73,98.88,990.26,36.21
2010-06-18,12.58,24.27,1021.61,32.88
2010-06-19,24.21,72.01,993.28,46.69
2010-06-20,10.79,85.85,998.43,35.49
2010-06-21,36.03,47.24,1013.79,12.8
2010-06-22,11.67,61.31,985.58,33.43
2010-06-23,33.82,40.5,987.76,38.24
2010-06-24,11.81,40.73,981.06,19.72
2010-06-25,27.85,49.19,986.99,15.76
2010-06-26,28.65,91.92,999.34,29.25
2010-06-27,11.98,99.87,1006.56,30.24
2010-06-28,34.17,35.31,1033.96,21.45
2010-07-01,31.2,74.44,1036.2,19.86
2010-07-02,30.99,35.85,1029.86,39.57
2010-07-03,33.03,38.45,1015.68,13.26
2010-07-04,22.24,66.85,1025.03,44.85
2010-07-05,21.78,21.7,992.81,19.29
2010-07-06,34.98,67.32,1044.78,49.7
2010-07-07,37.68,72.82,1040.56,39.81
2010-07-08,37.0,81.32,1027.36,14.29
2010-07-09,11.95,26.38,1027.92,19.3
2010-07-10,21.07,55.11,1024.92,24.7
2010-07-11,32.44,73.38,1009.1,29.76
2010-07-12,16.46,84.98,996.4,40.23
2010-07-13,26.48,43.53,1036.87,18.74
2010-07-14,34.41,48.01,1029.04,41.13
2010-07-15,31.87,26.83,1009.25,41.31
2010-07-16,18.32,73.86,1026.9,37.81
2010-07-17,10.64,91.94,1031.1,32.71
2010-07-18,30.63,24.96,995.5,21.11
2010-07-19,37.49,61.93,1033.13,24.67
2010-07-20,13.11,28.49,1025.21,20.87
2010-07-21,21.04,71.63,1008.54,42.82
2010-07-22,38.81,71.75,1004.95,47.72
2010-07-23,32.95,53.53,1012.72,41.33
2010-07-24,38.5,30.93,1049.08,37.0
2010-07-25,25.93,46.47,1023.61,48.64
2010-07-26,12.68,44.62,1042.88,23.57
2010-07-27,32.34,99.74,1049.19,24.1
2010-07-28,23.35,44.25,1028.11,46.03
2010-08-01,21.02,98.7,1031.83,16.64
2010-08-02,27.44,66.4,984.35,37.36
2010-08-03,22.93,67.31,997.92,17.27
2010-08-04,36.4,49.5,1030.32,29.59
2010-08-05,37.9,35.59,995.44,32.75
2010-08-06,22.6,73.04,1020.97,47.57
2010-08-07,37.98,28.87,1007.77,26.44
2010-08-08,36.18,47.9,998.17,42.33
2010-08-09,31.3,37.89,990.96,41.7
2010-08-10,15.22,52.1,987.77,29.39
2010-08-11,25.59,40.59,1028.31,47.25
2010-08-12,38.89,74.27,1040.25,44.71
2010-08-13,18.1,82.51,1021.56,26.65
2010-08-14,17.23,52.45,1014.17,23.71
2010-08-15,23.46,35.68,1019.7,10.08
2010-08-16,31.71,61.52,1015.77,13.01
2010-08-17,26.51,67.85,1037.87,48.45
2010-08-18,15.04,63.67,1035.37,33.46
2010-08-19,34.6,28.95,981.93,19.83
2010-08-20,10.69,96.01,986.34,24.94
2010-08-21,16.94,76.06,982.22,24.12
2010-08-22,31.05,74.7,1037.35,14.64
2010-08-23,27.63,80.49,1007.79,40.91
2010-08-24,33.5,23.4,991.65,45.14
2010-08-25,34.12,84.97,1001.65,31.09
2010-08-26,22.39,60.32,989.07,43.4
2010-08-27,38.22,48.6,1019.5,29.81
2010-08-28,11.52,45.19,1022.91,31.49
2010-09-01,35.29,90.29,993.38,18.53
2010-09-02,13.62,80.13,1015.3,17.69
2010-09-03,26.93,78.09,1029.92,38.71
2010-09-04,32.71,37.9,989.88,19.76
2010-09-05,28.89,53.93,995.48,17.57
2010-09-06,27.87,31.1,989.48,22.28
2010-09-07,18.49,61.04,1048.31,47.82
2010-09-08,19.67,58.21,1007.2,20.39
2010-09-09,17.92,59.62,1017.89,31.88
2010-09-10,38.21,34.92,996.51,17.08
2010-09-11,32.13,22.67,1047.83,49.97
2010-09-12,18.22,85.3,997.2,17.67
2010-09-13,28.84,52.6,1012.68,49.06
2010-09-14,32.7,93.74,1010.17,19.59
2010-09-15,22.32,95.9,988.49,47.36
2010-09-16,30.85,84.42,991.64,49.65
2010-09-17,37.86,22.17,1013.5,26.08
2010-09-18,12.41,56.23,1016.88,25.43
2010-09-19,12.44,20.62,1042.02,27.16
2010-09-20,39.95,62.96,1005.3,23.8
2010-09-21,14.85,54.26,1021.93,43.16
2010-09-22,36.52,46.46,1045.97,25.32
2010-09-23,37.43,40.0,982.44,20.16
2010-09-24,36.11,42.11,989.71,21.22
2010-09-25,14.62,67.76,997.81,35.03
2010-09-26,29.61,55.91,1009.29,39.09
2010-09-27,23.89,29.38,1019.75,48.19
2010-09-28,14.22,32.97,1035.41,46.86
2010-10-01,33.84,43.26,1021.55,40.46
2010-10-02,30.02,55.44,1000.56,44.12
2010-10-03,34.45,97.23,989.15,43.95
2010-10-04,12.51,97.26,1019.48,33.34
2010-10-05,16.99,97.2,990.04,19.14
2010-10-06,31.75,45.92,983.45,18.33
2010-10-07,28.48,91.17,1009.72,49.5
2010-10-08,12.84,78.68,1009.4,20.24
2010-10-09,17.26,47.68,1021.08,44.8
2010-10-10,37.87,29.18,1001.29,44.36
2010-10-11,36.11,70.46,1046.33,10.45
2010-10-12,28.21,87.88,1015.23,28.68
2010-10-13,32.49,47.15,1016.26,25.84
2010-10-14,34.36,48.47,1010.26,25.63
2010-10-15,33.72,51.97,1022.76,21.24
2010-10-16,18.84,63.96,1028.08,26.99
2010-10-17,20.35,70.8,1021.24,47.16
2010-10-18,20.19,26.13,1033.12,27.23
2010-10-19,30.8,78.66,999.15,17.28
2010-10-20,14.33,99.38,991.47,25.85
2010-10-21,39.65,76.1,1028.36,35.62
2010-10-22,29.6,98.39,1034.3,43.9
2010-10-23,10.58,26.36,1018.37,25.03
2010-10-24,11.82,63.12,1048.41,41.09
2010-10-25,16.19,22.85,991.76,20.28
2010-10-26,27.64,61.58,1006.27,32.25
2010-10-27,13.24,95.35,1029.61,38.13
2010-10-28,18.88,74.46,1039.12,16.31
2010-11-01,25.96,90.43,1017.42,33.14
2010-11-02,18.64,43.91,1025.94,44.34
2010-11-03,21.4,36.46,1015.17,41.71
2010-11-04,19.07,93.52,980.84,20.44
2010-11-05,28.55,42.6,998.18,13.75
2010-11-06,14.29,30.79,999.44,38.05
2010-11-07,17.41,49.54,1041.51,47.95
2010-11-08,21.54,69.12,1008.94,22.4
2010-11-09,11.38,49.07,999.6,18.62
2010-11-10,22.91,50.59,984.81,48.59
2010-11-11,13.6,33.97,1041.98,23.06
2010-11-12,21.31,94.65,990.98,49.28
2010-11-13,33.48,91.3,1043.25,29.38
2010-11-14,18.77,84.15,993.2,27.88
2010-11-15,19.53,21.72,1046.83,30.69
2010-11-16,14.36,58.05,1020.59,34.1
2010-11-17,34.03,25.36,994.81,18.39
2010-11-18,11.4,88.81,994.34,25.1
2010-11-19,34.83,78.99,1039.69,24.94
2010-11-20,23.08,42.91,1002.77,42.85
2010-11-21,19.71,68.88,993.55,27.17
2010-11-22,23.3,71.41,1030.5,15.08
2010-11-23,18.21,29.56,1038.59,10.16
2010-11-24,37.63,63.61,1046.97,14.54
2010-11-25,17.84,23.26,1034.18,28.63
2010-11-26,31.52,31.16,1021.29,25.98
2010-11-27,32.46,80.23,1004.26,33.96
2010-11-28,10.7,63.13,1008.31,35.76
2010-12-01,20.11,55.95,1046.0,14.39
2010-12-02,28.69,78.06,1027.19,47.71
2010-12-03,19.13,92.0,1004.98,38.52
2010-12-04,30.35,91.15,981.7,45.73
2010-12-05,34.06,77.97,998.1,22.66
2010-12-06,29.28,28.03,998.34,22.2
2010-12-07,39.41,35.22,1014.63,12.35
2010-12-08,20.46,98.38,986.3,30.38
2010-12-09,33.2,67.12,993.16,20.92
2010-12-10,31.17,57.07,1015.39,46.66
2010-12-11,13.45,29.19,1041.74,31.65
2010-12-12,12.89,52.51,992.41,47.85
2010-12-13,20.53,75.07,1032.52,43.29
2010-12-14,29.46,40.92,1041.46,32.1
2010-12-15,12.28,70.36,1001.43,14.19
2010-12-16,19.37,78.37,1037.03,46.06
2010-12-17,14.05,65.25,1016.98,12.1
2010-12-18,37.72,53.74,988.94,32.35
2010-12-19,22.49,98.51,1004.72,34.49
2010-12-20,22.27,77.5,1047.72,39.77
2010-12-21,34.53,68.35,1005.37,48.12
2010-12-22,11.64,49.6,1025.44,32.71
2010-12-23,17.34,31.87,1028.87,24.71
2010-12-24,23.67,51.28,1012.54,13.96
2010-12-25,17.86,97.49,981.58,24.0
2010-12-26,39.18,89.81,993.78,32.48
2010-12-27,35.35,67.89,1023.73,11.37
2010-12-28,17.39,77.9,995.58,30.94
2011-01-01,32.33,58.74,1048.88,49.67
2011-01-02,13.16,70.27,983.45,20.41
2011-01-03,13.92,26.84,980.94,15.5
2011-01-04,28.11,24.75,995.85,13.53
2011-01-05,31.84,54.79,1040.51,22.19
2011-01-06,12.87,25.06,1041.81,12.46
2011-01-07,32.93,53.79,1000.66,25.61
2011-01-08,19.4,49.56,991.72,38.67
2011-01-09,39.0,99.69,986.54,39.7
2011-01-10,12.01,93.54,1000.3,46.99
2011-01-11,14.7,28.58,986.56,39.57
2011-01-12,27.35,33.8,1038.36,44.95
2011-01-13,27.15,74.34,1047.25,19.72
2011-01-14,25.12,25.54,1024.32,41.94
2011-01-15,24.15,63.18,1002.88,32.99
2011-01-16,11.01,97.86,1048.17,18.24
2011-01-17,25.3,78.94,1015.1,13.91
2011-01-18,26.81,64.4,1012.07,34.96
2011-01-19,26.24,31.68,1042.98,36.74
2011-01-20,38.18,95.64,1004.66,38.76
2011-01-21,25.81,93.06,992.72,10.0
2011-01-22,22.8,89.17,1047.5,25.86
2011-01-23,30.08,57.88,1011.23,33.3
2011-01-24,32.81,92.15,1036.53,15.51
2011-01-25,31.1,83.52,1029.09,28.65
2011-01-26,38.74,67.84,992.02,34.37
2011-01-27,26.92,31.44,993.6,30.43
2011-01-28,27.49,72.05,1013.22,15.29
2011-02-01,33.88,84.32,1039.4,12.12
2011-02-02,21.26,51.46,996.26,21.54
2011-02-03,13.56,53.69,1013.64,33.16
2011-02-04,13.13,51.65,1009.46,16.45
2011-02-05,20.45,59.34,1024.45,37.68
2011-02-06,15.77,20.96,1013.57,31.16
2011-02-07,21.52,34.5,980.75,39.14
2011-02-08,33.12,62.89,986.6,29.84
2011-02-09,39.16,93.86,1017.13,20.65
2011-02-10,29.75,61.52,1012.32,14.59
2011-02-11,38.19,42.68,996.02,12.75
2011-02-12,13.25,74.15,1046.78,37.8
2011-02-13,23.03,79.81,1003.89,45.34
2011-02-14,36.02,79.29,1048.0,35.14
2011-02-15,34.56,95.04,1032.19,22.48
2011-02-16,30.49,45.72,992.8,38.63
2011-02-17,14.65,48.78,1043.76,19.99
2011-02-18,20.5,24.22,1025.47,20.36
2011-02-19,38.53,64.91,1033.68,23.39
2011-02-20,27.44,57.53,990.79,14.42
2011-02-21,12.52,70.73,999.5,23.1
2011-02-22,22.71,67.52,1022.66,24.23
2011-02-23,28.12,98.95,1017.59,25.56
2011-02-24,30.01,66.95,991.04,46.25
2011-02-25,19.78,41.8,1006.1,36.66
2011-02-26,27.19,61.47,997.1,29.83
2011-02-27,15.55,78.76,998.85,36.67
2011-02-28,33.4,83.53,1049.27,11.81
2011-03-01,27.7,42.78,1042.71,20.43
2011-03-02,28.94,78.08,1005.1,49.19
2011-03-03,10.2,62.29,1001.7,35.67
2011-03-04,18.68,92.76,1017.86,38.29
2011-03-05,12.46,33.73,992.57,32.11
2011-03-06,17.71,36.19,984.94,27.83
2011-03-07,19.93,41.19,1009.68,48.06
2011-03-08,11.04,78.59,1030.51,14.46
2011-03-09,12.52,51.46,1025.66,38.18
2011-03-10,34.8,36.43,1014.77,35.86
2011-03-11,33.87,25.84,1011.09,28.04
2011-03-12,22.43,28.47,1026.09,46.4
2011-03-13,29.14,65.17,1002.17,35.29
2011-03-14,38.38,55.36,1031.9,46.03
2011-03-15,10.36,49.51,1014.23,37.95
2011-03-16,39.27,85.8,1004.21,14.68
2011-03-17,38.04,53.45,985.46,11.36
2011-03-18,15.48,74.67,982.91,14.78
2011-03-19,38.07,20.46,992.13,32.84
2011-03-20,31.42,77.7,1009.5,40.65
2011-03-21,19.13,31.26,1038.21,44.85
2011-03-22,37.6,63.72,1006.72,28.01
2011-03-23,24.77,75.71,1040.5,41.11
2011-03-24,30.34,30.64,1033.79,45.68
2011-03-25,18.5,53.51,1036.76,13.05
2011-03-26,12.15,53.04,1035.34,39.8
2011-03-27,30.03,51.5,1019.02,14.59
2011-03-28,26.19,95.89,1020.19,27.82
2011-04-01,39.1,44.55,991.44,48.39
2011-04-02,27.63,93.57,1017.97,17.65
2011-04-03,39.94,91.49,1038.14,24.66
2011-04-04,27.84,76.92,993.86,15.4
2011-04-05,35.03,99.1,1010.74,25.97
2011-04-06,33.29,65.34,1007.53,42.58
2011-04-07,31.72,33.34,1034.14,10.32
2011-04-08,15.63,91.72,1014.05,32.23
2011-04-09,31.45,24.8,986.41,25.05
2011-04-10,10.2,31.29,1014.81,25.15
2011-04-11,10.54,31.18,1048.2,15.23
2011-04-12,28.47,40.77,1007.61,15.78
2011-04-13,39.82,46.45,1017.84,12.25
2011-04-14,19.96,85.16,1009.88,21.32
2011-04-15,31.77,29.79,997.0,12.04
2011-04-16,36.46,51.49,1021.79,30.41
2011-04-17,38.24,38.77,1027.14,12.7
2011-04-18,35.32,61.37,1049.35,33.42
2011-04-19,33.25,78.74,983.11,14.64
2011-04-20,30.93,88.16,1017.43,15.39
2011-04-21,26.07,63.88,1026.71,44.87
2011-04-22,17.13,88.0,1012.61,47.99
2011-04-23,18.1,36.41,1002.62,28.77
2011-04-24,13.39,57.42,1002.9,42.58
2011-04-25,12.11,42.9,988.56,13.18
2011-04-26,12.02,79.44,1034.38,39.13
2011-04-27,28.33,65.59,1025.52,44.57
2011-04-28,22.69,46.22,992.12,28.41
2011-05-01,31.86,34.27,1012.05,46.28
2011-05-02,38.87,92.28,982.96,43.44
2011-05-03,12.1,83.12,1042.72,15.43
2011-05-04,23.8,24.47,1042.39,14.17
2011-05-05,27.58,77.9,991.53,49.01
2011-05-06,23.37,72.5,1001.31,20.19
2011-05-07,25.78,50.11,1010.99,29.85
2011-05-08,21.54,70.88,1018.9,18.16
2011-05-09,35.74,51.7,1013.6,34.92
2011-05-10,21.19,94.95,1013.59,49.28
2011-05-11,19.11,74.51,1023.04,33.91
2011-05-12,30.1,25.2,991.43,16.78
2011-05-13,31.11,88.93,1012.98,31.44
2011-05-14,34.55,61.91,999.78,17.23
2011-05-15,20.43,34.08,1021.28,29.93
2011-05-16,33.81,71.27,984.22,15.3
2011-05-17,39.81,99.95,1040.59,23.65
2011-05-18,11.83,83.42,984.56,31.67
2011-05-19,35.35,24.86,1035.0,24.39
2011-05-20,20.28,33.58,993.29,28.82
2011-05-21,22.23,43.24,1047.35,25.28
2011-05-22,12.21,40.66,1040.99,48.85
2011-05-23,32.07,49.57,1040.56,16.07
2011-05-24,16.44,46.08,1020.8,13.75
2011-05-25,27.39,21.1,990.99,27.71
2011-05-26,17.53,69.17,991.38,37.39
2011-05-27,25.49,52.08,1013.58,22.43
2011-05-28,37.96,53.87,1033.99,20.54
2011-06-01,15.78,78.61,1033.96,29.24
2011-06-02,10.31,45.38,990.76,27.5
2011-06-03,36.97,75.59,1040.78,34.67
2011-06-04,17.74,71.65,1004.97,47.91
2011-06-05,35.62,23.65,983.06,21.48
2011-06-06,11.96,71.6,1038.48,29.51
2011-06-07,37.29,60.13,996.08,40.13
2011-06-08,23.64,34.29,982.11,21.66
2011-06-09,33.84,88.05,986.59,26.67
2011-06-10,35.07,69.8,1033.38,48.66
2011-06-11,34.58,66.79,986.74,42.2
2011-06-12,16.84,67.88,1005.03,13.61
2011-06-13,11.31,38.87,1030.15,49.86
2011-06-14,23.9,70.39,987.67,29.49
2011-06-15,24.38,28.68,1027.93,16.7
2011-06-16,30.87,53.74,1039.76,13.16
2011-06-17,34.53,47.25,1000.62,44.6
